ID	CLASSIFI	TRAD	SIMP	IPA_S	IPA_T	JYUTPING	SOUR	EXPL	NOTE
19	一、天文（1）日、月、星/新月	娥眉月	娥眉月	ŋɔ21 mi21 jyt2	ŋɔ21 mi21 jyt2	ngo4 mi4 jyut6	P120	新月	
20	一、天文（1）日、月、星/流星趕月	流星趕月	流星赶月	lɐu21 ɬeŋ55 kɔn35 jyt2	lɐu21 ɬeŋ55 kɔn35 jyt2	lau4 sling1 gon2 jyut6	P120	流星趕月，月亮與行星靠近	原文「趕」字誤作[kɔ35]
21	一、天文（1）日、月、星/月亮地兒	月光底下	月光底下	jyt2 kɔŋ55 tɐi35 ha22	jyt2 kɔŋ55 tɐi35 ha22	jyut6 gong1 dai2 haa6	P120	月亮地兒	
22	一、天文（1）日、月、星/月食（月蝕）	天狗食月	天狗食月	tʰin55 kɐu35 ʃek2 jyt2	tʰin55 kɐu35 ʃek2 jyt2	tin1 gau2 sik6 jyut6	P120	月食（月蝕）	原文作「吃」字
23	一、天文（1）日、月、星/月暈	月光戴箍	月光戴箍	jyt2 kɔŋ55 tai33 kʰu55	jyt2 kɔŋ55 tai33 kʰu55	jyut6 gong1 daai3 ku1	P120	月暈	
24	一、天文（1）日、月、星/星星	天星	天星	tʰin55 ɬɛŋ55	tʰin55 ɬɛŋ55	tin1 sleng1	P120	星星1.1	
25	一、天文（1）日、月、星/星星	天星	天星	tʰin55 ɬeŋ55	tʰin55 ɬeŋ55	tin1 sling1	P120	星星1.2	
26	一、天文（1）日、月、星/北斗星	北斗星	北斗星	pɐk5 tɐu35 ɬeŋ55	pɐk5 tɐu35 ɬeŋ55	bak1 dau2 sling1	P120	北斗星	
27	一、天文（1）日、月、星/啓明星	啓明星	启明星	kʰɐi35 meŋ21 ɬeŋ55	kʰɐi35 meŋ21 ɬeŋ55	kai2 ming4 sling1	P120	啓明星	原文「啓」字誤作[kɐi35]
28	一、天文（1）日、月、星/銀河	銀河	银河	ŋɐn21 hɔ21	ŋɐn21 hɔ21	ngan4 ho4	P120	銀河	
29	一、天文（1）日、月、星/流星	流星	流星	lɐu21 ɬeŋ55	lɐu21 ɬeŋ55	lau4 sling1	P120	流星，名詞	
30	一、天文（1）日、月、星/彗星	掃把星	扫把星	ɬu33 pa35 ɬeŋ55	ɬu33 pa35 ɬeŋ55	slu3 baa2 sling1	P120	彗星	
31	一、天文（2）風、雲、雷、雨/風	風	风	fʊŋ55	fʊŋ55	fung1	P121	風	
32	一、天文（2）風、雲、雷、雨/大風	大風	大风	tai22 fʊŋ55	tai22 fʊŋ55	daai6 fung1	P121	大風	
33	一、天文（2）風、雲、雷、雨/狂風	大風	大风	tai22 fʊŋ55	tai22 fʊŋ55	daai6 fung1	P121	狂風1	
34	一、天文（2）風、雲、雷、雨/狂風	狂風	狂风	kʰɔŋ21 fʊŋ55	kʰɔŋ21 fʊŋ55	kong4 fung1	P121	狂風2	
35	一、天文（2）風、雲、雷、雨/颱風	颱風	台风	tʰɔi21 fʊŋ55	tʰɔi21 fʊŋ55	toi4 fung1	P121	颱風	
36	一、天文（2）風、雲、雷、雨/小風	細風	细风	ɬɐi33 fʊŋ55	ɬɐi33 fʊŋ55	slai3 fung1	P121	小風1	
37	一、天文（2）風、雲、雷、雨/小風	微微風	微微风	mi55 mi55 fʊŋ55	mi55 mi55 fʊŋ55	mi1 mi1 fung1	P121	小風2	
38	一、天文（2）風、雲、雷、雨/旋風	鬼頭風	鬼头风	kʷɐi35 tʰɐu21 fʊŋ55	kʷɐi35 tʰɐu21 fʊŋ55	gwai2 tau4 fung1	P121	旋風	
39	一、天文（2）風、雲、雷、雨/頂風	逆風	逆风	nek2 fʊŋ55	nek2 fʊŋ55	nik6 fung1	P121	頂風1	
40	一、天文（2）風、雲、雷、雨/頂風	撞風	撞风	tʃɔŋ22 fʊŋ55	tʃɔŋ22 fʊŋ55	zong6 fung1	P121	頂風2	
41	一、天文（2）風、雲、雷、雨/順風	順風	顺风	ʃɐn22 fʊŋ55	ʃɐn22 fʊŋ55	san6 fung1	P121	順風1	
42	一、天文（2）風、雲、雷、雨/順風	背風	背风	pui33 fʊŋ55	pui33 fʊŋ55	bui3 fung1	P121	順風2	原文「背」字誤作[pui22]
43	一、天文（2）風、雲、雷、雨/颳風	翻風	翻风	fan55 fʊŋ55	fan55 fʊŋ55	faan1 fung1	P121	颳風	
44	一、天文（2）風、雲、雷、雨/風停了	風停啊	风停啊	fʊŋ55 tʰeŋ21 a33	fʊŋ55 tʰeŋ21 a33	fung1 ting4 aa3	P121	風停了	
45	一、天文（2）風、雲、雷、雨/雲	雲	云	wɐn21	wɐn21	wan4	P121	雲	
46	一、天文（2）風、雲、雷、雨/黑雲	烏雲	乌云	wu55 wɐn21	wu55 wɐn21	wu1 wan4	P121	黑雲	
47	一、天文（2）風、雲、雷、雨/魚鱗雲	魚鱗雲	鱼鳞云	jy21 lɐn21 wɐn21	jy21 lɐn21 wɐn21	jyu4 lan4 wan4	P121	鱗片狀的雲	
48	一、天文（2）風、雲、雷、雨/霞	彩雲	彩云	tʃʰɔi35 wɐn21	tʃʰɔi35 wɐn21	coi2 wan4	P121	霞1	
49	一、天文（2）風、雲、雷、雨/霞	彩霞	彩霞	tʃʰɔi35 ha21	tʃʰɔi35 ha21	coi2 haa4	P121	霞2	
50	一、天文（2）風、雲、雷、雨/早霞	朝霞	朝霞	tʃiu55 ha21	tʃiu55 ha21	ziu1 haa4	P121	早霞	
51	一、天文（2）風、雲、雷、雨/晚霞	晚霞	晚霞	man24 ha21	man24 ha21	maan5 haa4	P121	晚霞	
52	一、天文（2）風、雲、雷、雨/雷	雷公	雷公	lui21 kʊŋ55	lui21 kʊŋ55	lui4 gung1	P121	雷	
53	一、天文（2）風、雲、雷、雨/打雷	雷公響	雷公响	lui21 kʊŋ55 hœŋ35	lui21 kʊŋ55 hœŋ35	lui4 gung1 hoeng2	P121	打雷	
54	一、天文（2）風、雲、雷、雨/雷打了	雷劈	雷劈	lui21 pʰɛk3	lui21 pʰɛk3	lui4 pek3	P121	雷打了（大樹捱～）	
55	一、天文（2）風、雲、雷、雨/閃電	閃電	闪电	ʃim35 tin22	ʃim35 tin22	sim2 din6	P121	閃電1	
56	一、天文（2）風、雲、雷、雨/閃電	攝炩	摄炩	ʃip3 lɛŋ22	ʃip3 lɛŋ22	sip3 leng6	P121	閃電2	原文作「攝另」
57	一、天文（2）風、雲、雷、雨/閃電	霍炩	霍炩	kʷʰak3 leŋ22	kʷʰak3 leŋ22	kwaak3 ling6	P121	閃電3	原文有音無字，作「囗[kʷʰak3]另」，「另」爲替代字
58	一、天文（2）風、雲、雷、雨/雨	雨	雨	jy24	jy24	jyu5	P121	雨	
59	一、天文（2）風、雲、雷、雨/下雨	落雨	落雨	lɔk2 jy24	lɔk2 jy24	lok6 jyu5	P121	下雨	
60	一、天文（2）風、雲、雷、雨/掉點（了）	滴雨啊	滴雨啊	tek5 jy24 a33	tek5 jy24 a33	dik1 jyu5 aa3	P121	掉點（了）1	原文「滴」字誤作[tek2]
61	一、天文（2）風、雲、雷、雨/掉點（了）	落開啊	落开啊	lɔk2 hɔi55 a33	lɔk2 hɔi55 a33	lok6 hoi1 aa3	P121	掉點（了）2	
62	一、天文（2）風、雲、雷、雨/掉點（了）	落啊	落啊	lɔk2 a33	lɔk2 a33	lok6 aa3	P121	掉點（了）3	
63	一、天文（2）風、雲、雷、雨/小雨	細雨	细雨	ɬɐi33 jy24	ɬɐi33 jy24	slai3 jyu5	P121	小雨	原文「細」字誤作[ɬɐi35]
64	一、天文（2）風、雲、雷、雨/毛毛雨	微微雨	微微雨	mi55 mi55 jy24	mi55 mi55 jy24	mi1 mi1 jyu5	P121	毛毛雨1	
65	一、天文（2）風、雲、雷、雨/毛毛雨	濛濛雨	蒙蒙雨	mʊŋ55 mʊŋ55 jy24	mʊŋ55 mʊŋ55 jy24	mung1 mung1 jyu5	P121	毛毛雨2	
66	一、天文（2）風、雲、雷、雨/毛毛雨	飛飛雨	飞飞雨	fi55 fi55 jy24	fi55 fi55 jy24	fi1 fi1 jyu5	P121	毛毛雨3	
67	一、天文（2）風、雲、雷、雨/毛毛雨	微風細雨	微风细雨	mi55 fʊŋ55 ɬɐi33 jy24	mi55 fʊŋ55 ɬɐi33 jy24	mi1 fung1 slai3 jyu5	P121	毛毛雨4	
68	一、天文（2）風、雲、雷、雨/大雨	大雨	大雨	tai22 jy24	tai22 jy24	daai6 jyu5	P121	大雨1	
69	一、天文（2）風、雲、雷、雨/大雨	暴雨	暴雨	pu22 jy24	pu22 jy24	bu6 jyu5	P121	大雨2	
70	一、天文（2）風、雲、雷、雨/飄雨	雨撇	雨撇	jy24 pʰit3	jy24 pʰit3	jyu5 pit3	P121	飄雨1	
71	一、天文（2）風、雲、雷、雨/飄雨	撇雨	撇雨	pʰit3 jy24	pʰit3 jy24	pit3 jyu5	P121	飄雨2	
72	一、天文（2）風、雲、雷、雨/連陰雨	漚雨	沤雨	ɐu33 jy24	ɐu33 jy24	au3 jyu5	P121	連陰雨1	
73	一、天文（2）風、雲、雷、雨/連陰雨	漚雨天	沤雨天	ɐu33 jy24 tʰin55	ɐu33 jy24 tʰin55	au3 jyu5 tin1	P121	連陰雨2	
74	一、天文（2）風、雲、雷、雨/連陰雨	落雨霅霅	落雨霅霅	lɔk2 jy24 ɬɐp2 ɬɐp2	lɔk2 jy24 ɬɐp2 ɬɐp2	lok6 jyu5 slap6 slap6	P121	連陰雨3，雨下個不停	
75	一、天文（2）風、雲、雷、雨/雷陣雨	雷陣雨	雷阵雨	lui21 tʃɐn22 jy24	lui21 tʃɐn22 jy24	lui4 zan6 jyu5	P121	雷陣雨	
76	一、天文（2）風、雲、雷、雨/短時陣雨	陣雨	阵雨	tʃɐn22 jy24	tʃɐn22 jy24	zan6 jyu5	P121	短時陣雨1	
77	一、天文（2）風、雲、雷、雨/短時陣雨	過雲雨	过云雨	kɔ33 wɐn21 jy24	kɔ33 wɐn21 jy24	go3 wan4 jyu5	P121	短時陣雨2	
78	一、天文（2）風、雲、雷、雨/對時雨	對時雨	对时雨	tui33 ʃi21 jy24	tui33 ʃi21 jy24	dui3 si4 jyu5	P121	對時雨，一連幾天在約同一時間段下雨	
79	一、天文（2）風、雲、雷、雨/雨停了	雨停啊	雨停啊	jy24 tʰeŋ21 a33	jy24 tʰeŋ21 a33	jyu5 ting4 aa3	P121	雨停了1	
80	一、天文（2）風、雲、雷、雨/雨停了	雨晴啊	雨晴啊	jy24 tʃʰeŋ21 a33	jy24 tʃʰeŋ21 a33	jyu5 cing4 aa3	P121	雨停了2	
81	一、天文（2）風、雲、雷、雨/虹	虹	虹	kɔŋ33	kɔŋ33	gong3	P121	虹1	
82	一、天文（2）風、雲、雷、雨/虹	彩虹	彩虹	tʃʰɔi35 hʊŋ21	tʃʰɔi35 hʊŋ21	coi2 hung4	P121	虹2	
83	一、天文（2）風、雲、雷、雨/雙虹	雙虹	双虹	ʃœŋ55 kɔŋ33	ʃœŋ55 kɔŋ33	soeng1 gong3	P121	雙虹，兩道彩虹	
84	一、天文（2）風、雲、雷、雨/淋雨	淋雨	淋雨	lɐm21 jy24	lɐm21 jy24	lam4 jyu5	P121	淋雨	
85	一、天文（3）冰、雪、霜、露/冰	冰	冰	peŋ55	peŋ55	bing1	P121	冰	
86	一、天文（3）冰、雪、霜、露/冰錐	冰掛	冰挂	peŋ55 kʷa33	peŋ55 kʷa33	bing1 gwaa3	P121	冰錐1（掛在屋檐下的冰溜子）	
87	一、天文（3）冰、雪、霜、露/冰錐	冰凌	冰凌	peŋ55 leŋ21	peŋ55 leŋ21	bing1 ling4	P121	冰錐2	
88	一、天文（3）冰、雪、霜、露/結冰	結冰	结冰	kit3 peŋ55	kit3 peŋ55	git3 bing1	P121	結冰	
89	一、天文（3）冰、雪、霜、露/雹子	冰泡	冰泡	peŋ55 pʰau55	peŋ55 pʰau55	bing1 paau1	P121	雹子1	
90	一、天文（3）冰、雪、霜、露/雹子	冰雹	冰雹	peŋ55 pɔk2	peŋ55 pɔk2	bing1 bok6	P121	雹子2	
91	一、天文（3）冰、雪、霜、露/下冰雹	落冰泡	落冰泡	lɔk2 peŋ55 pʰau55	lɔk2 peŋ55 pʰau55	lok6 bing1 paau1	P122	下冰雹1	
92	一、天文（3）冰、雪、霜、露/下冰雹	落雹	落雹	lɔk2 pɔk2	lɔk2 pɔk2	lok6 bok6	P122	下冰雹2	
93	一、天文（3）冰、雪、霜、露/雪	雪	雪	ɬyt3	ɬyt3	slyut3	P122	雪	
94	一、天文（3）冰、雪、霜、露/下雪	落雪	落雪	lɔk2 ɬyt3	lɔk2 ɬyt3	lok6 slyut3	P122	下雪	
95	一、天文（3）冰、雪、霜、露/鵝毛雪	棉花雪	棉花雪	min21 fa55 ɬyt3	min21 fa55 ɬyt3	min4 faa1 slyut3	P122	鵝毛雪	
96	一、天文（3）冰、雪、霜、露/雪珠子	雪米	雪米	ɬyt3 mɐi24	ɬyt3 mɐi24	slyut3 mai5	P122	雪珠子（米粒狀的雪，霰）	
97	一、天文（3）冰、雪、霜、露/化雪	雪融	雪融	ɬyt3 jʊŋ21	ɬyt3 jʊŋ21	slyut3 jung4	P122	化雪	
98	一、天文（3）冰、雪、霜、露/露	霧水	雾水	mu22 ʃui35	mu22 ʃui35	mu6 sui2	P122	露	
99	一、天文（3）冰、雪、霜、露/霧水大	霧水大	雾水大	mu22 ʃui35 tai22	mu22 ʃui35 tai22	mu6 sui2 daai6	P122	霧水大，露水重	
100	一、天文（3）冰、雪、霜、露/凝露	落霧水	落雾水	lɔk2 mu22 ʃui35	lɔk2 mu22 ʃui35	lok6 mu6 sui2	P122	凝露	
101	一、天文（3）冰、雪、霜、露/打霧水	打霧水	打雾水	ta35 mu22 ʃui35	ta35 mu22 ʃui35	daa2 mu6 sui2	P122	打霧水，有露時在室外	
102	一、天文（3）冰、雪、霜、露/霜	霜	霜	ɬœŋ55	ɬœŋ55	sloeng1	P122	霜1.1	
103	一、天文（3）冰、雪、霜、露/霜	霜	霜	ʃœŋ55	ʃœŋ55	soeng1	P122	霜1.2	
104	一、天文（3）冰、雪、霜、露/霜	白頭霜	白头霜	pak2 tʰɐu21 ɬœŋ55	pak2 tʰɐu21 ɬœŋ55	baak6 tau4 sloeng1	P122	霜2.1	
105	一、天文（3）冰、雪、霜、露/霜	白頭霜	白头霜	pak2 tʰɐu21 ʃœŋ55	pak2 tʰɐu21 ʃœŋ55	baak6 tau4 soeng1	P122	霜2.2	
106	一、天文（3）冰、雪、霜、露/下霜	落霜	落霜	lɔk2 ɬœŋ55	lɔk2 ɬœŋ55	lok6 sloeng1	P122	下霜1.1	
107	一、天文（3）冰、雪、霜、露/下霜	落霜	落霜	lɔk2 ʃœŋ55	lɔk2 ʃœŋ55	lok6 soeng1	P122	下霜1.2	
108	一、天文（3）冰、雪、霜、露/霧	霧	雾	mu22	mu22	mu6	P122	霧	
109	一、天文（3）冰、雪、霜、露/下霧	落霧	落雾	lɔk2 mu22	lɔk2 mu22	lok6 mu6	P122	下霧1	
110	一、天文（3）冰、雪、霜、露/下霧	有霧	有雾	jɐu24 mu22	jɐu24 mu22	jau5 mu6	P122	下霧2	
111	一、天文（4）氣候/天氣	天氣	天气	tʰin55 hi33	tʰin55 hi33	tin1 hi3	P122	天氣1	
112	一、天文（4）氣候/天氣	天時	天时	tʰin55 ʃi21	tʰin55 ʃi21	tin1 si4	P122	天氣2	
113	一、天文（4）氣候/天氣	天色	天色	tʰin55 ʃek5	tʰin55 ʃek5	tin1 sik1	P122	天氣3	
114	一、天文（4）氣候/晴天	好天	好天	hu35 tʰin55	hu35 tʰin55	hu2 tin1	P122	晴天1	
115	一、天文（4）氣候/晴天	晴天	晴天	tʃʰeŋ21 tʰin55	tʃʰeŋ21 tʰin55	cing4 tin1	P122	晴天2	
116	一、天文（4）氣候/陰天	陰天	阴天	jɐm55 tʰin55	jɐm55 tʰin55	jam1 tin1	P122	陰天	
117	一、天文（4）氣候/雨天	落雨天	落雨天	lɔk2 jy24 tʰin55	lɔk2 jy24 tʰin55	lok6 jyu5 tin1	P122	雨天	
118	一、天文（4）氣候/熱	熱	热	jit2	jit2	jit6	P122	熱（指天氣）	
119	一、天文（4）氣候/悶熱	焗	焗	kʊk2	kʊk2	guk6	P122	悶熱1	
120	一、天文（4）氣候/悶熱	焗熱	焗热	kʊk2 jit2	kʊk2 jit2	guk6 jit6	P122	悶熱2	
121	一、天文（4）氣候/悶熱	㷫	㷫	heŋ33	heŋ33	hing3	P122	悶熱3，指熱得發燙	原文作「興」字
122	一、天文（4）氣候/冷	冷	冷	laŋ24	laŋ24	laang5	P122	冷1（指天氣）	
123	一、天文（4）氣候/冷	凍	冻	tʊŋ33	tʊŋ33	dung3	P122	冷2	
124	一、天文（4）氣候/冷	刺	刺	tʃʰɛk3	tʃʰɛk3	cek3	P122	冷3，冷得刺骨	
125	一、天文（4）氣候/陰冷	陰冷	阴冷	jɐm55 laŋ24	jɐm55 laŋ24	jam1 laang5	P122	陰冷1	原文「冷」字誤作[laŋ21]
126	一、天文（4）氣候/陰冷	陰凍	阴冻	jɐm55 tʊŋ33	jɐm55 tʊŋ33	jam1 dung3	P122	陰冷2	
127	一、天文（4）氣候/涼快	涼	凉	lœŋ21	lœŋ21	loeng4	P122	涼快1（指天氣）	
128	一、天文（4）氣候/涼快	涼爽	凉爽	lœŋ21 ʃɔŋ35	lœŋ21 ʃɔŋ35	loeng4 song2	P122	涼快2（指天氣）	
129	一、天文（4）氣候/回南	回南	回南	wui21 nam21	wui21 nam21	wui4 naam4	P122	回南，指冬天裏出現的轉暖	
130	一、天文（4）氣候/伏天	三伏天	三伏天	ɬam55 fʊk2 tʰin55	ɬam55 fʊk2 tʰin55	slaam1 fuk6 tin1	P122	伏天	
131	一、天文（4）氣候/入伏	入伏	入伏	jɐp2 fʊk2	jɐp2 fʊk2	jap6 fuk6	P122	入伏，進入三伏天	
132	一、天文（4）氣候/初伏	頭伏	头伏	tʰɐu21 fʊk2	tʰɐu21 fʊk2	tau4 fuk6	P122	初伏	原文「頭」字誤作[tɐu21]
133	一、天文（4）氣候/中伏	二伏	二伏	ji22 fʊk2	ji22 fʊk2	ji6 fuk6	P122	中伏1	
134	一、天文（4）氣候/中伏	中伏	中伏	tʃʊŋ55 fʊk2	tʃʊŋ55 fʊk2	zung1 fuk6	P122	中伏2	
135	一、天文（4）氣候/末伏	三伏	三伏	ɬam55 fʊk2	ɬam55 fʊk2	slaam1 fuk6	P122	末伏1	
136	一、天文（4）氣候/末伏	尾伏	尾伏	mi24 fʊk2	mi24 fʊk2	mi5 fuk6	P122	末伏2	
137	一、天文（4）氣候/旱	旱	旱	hɔn24	hɔn24	hon5	P122	旱1	
138	一、天文（4）氣候/旱	天旱	天旱	tʰin55 hɔn24	tʰin55 hɔn24	tin1 hon5	P122	旱2	
139	一、天文（4）氣候/澇	水大	水大	ʃui35 tai22	ʃui35 tai22	sui2 daai6	P122	澇1	
140	一、天文（4）氣候/澇	發大水	发大水	fat3 tai22 ʃui35	fat3 tai22 ʃui35	faat3 daai6 sui2	P122	澇2	
141	二、地理（1）地/平原	平地	平地	pʰeŋ21 ti22	pʰeŋ21 ti22	ping4 di6	P122	平原	原文「平」字誤作[peŋ21]
142	二、地理（1）地/旱地	旱地	旱地	hɔn24 ti22	hɔn24 ti22	hon5 di6	P122	旱地1	
143	二、地理（1）地/旱地	畲地	畲地	ʃɛ55 ti22	ʃɛ55 ti22	se1 di6	P122	旱地2	
144	二、地理（1）地/水田	田	田	tʰin21	tʰin21	tin4	P122	水田	
145	二、地理（1）地/梯田	梯田	梯田	tʰɐi55 tʰin21	tʰɐi55 tʰin21	tai1 tin4	P122	梯田	
146	二、地理（1）地/爛泥田	爛湴田	烂湴田	lan22 pan22 tʰin21	lan22 pan22 tʰin21	laan6 baan6 tin4	P122	爛泥田	
147	二、地理（1）地/埌田	埌田	埌田	lɔŋ24 tʰin21	lɔŋ24 tʰin21	long5 tin4	P122	埌田，非雨季窪地裏的田	原文「埌」字誤作[laŋ24]
148	二、地理（1）地/田垌	田垌	田垌	tʰin21 tʊŋ22	tʰin21 tʊŋ22	tin4 dung6	P122	田垌，大片田	
149	二、地理（1）地/田埂	田基	田基	tʰin21 ki55	tʰin21 ki55	tin4 gi1	P122	田埂	
150	二、地理（1）地/菜地	菜地	菜地	tʃʰɔi33 ti22	tʃʰɔi33 ti22	coi3 di6	P122	菜地	
151	二、地理（1）地/菜園	菜園	菜园	tʃʰɔi33 jyn21	tʃʰɔi33 jyn21	coi3 jyun4	P122	菜園	
152	二、地理（1）地/荒地	荒地	荒地	fɔŋ55 ti22	fɔŋ55 ti22	fong1 di6	P122	荒地1	
153	二、地理（1）地/荒地	生荒	生荒	ʃaŋ55 fɔŋ55	ʃaŋ55 fɔŋ55	saang1 fong1	P122	荒地2	
154	二、地理（1）地/生地	生地	生地	ʃaŋ55 ti22	ʃaŋ55 ti22	saang1 di6	P123	生地，未種過的地	
155	二、地理（1）地/熟地	熟地	熟地	ʃʊk2 ti22	ʃʊk2 ti22	suk6 di6	P123	熟地，種過的地	
156	二、地理（1）地/沙土地	沙泥地	沙泥地	ʃa55 nɐi21 ti22	ʃa55 nɐi21 ti22	saa1 nai4 di6	P123	沙土地	
157	二、地理（1）地/黃土地	黃泥地	黄泥地	wɔŋ21 nɐi21 ti22	wɔŋ21 nɐi21 ti22	wong4 nai4 di6	P123	黃土地	
158	二、地理（1）地/淤泥	爛湴	烂湴	lan22 pan22	lan22 pan22	laan6 baan6	P123	淤泥	
159	二、地理（1）地/坡地	坡地	坡地	pʰɔ55 ti22	pʰɔ55 ti22	po1 di6	P123	坡地1	
160	二、地理（1）地/坡地	山地	山地	ʃan55 ti22	ʃan55 ti22	saan1 di6	P123	坡地2	
161	二、地理（1）地/鹽鹼地	鹽鹼地	盐碱地	jim21 kɛn35 ti22	jim21 kɛn35 ti22	jim4 gen2 di6	P123	鹽鹼地	
162	二、地理（1）地/灘地	河灘地	河滩地	hɔ21 tʰan55 ti22	hɔ21 tʰan55 ti22	ho4 taan1 di6	P123	灘地	原文「地」字誤作[ti21]
163	二、地理（2）山/山	山	山	ʃan55	ʃan55	saan1	P123	山1	
164	二、地理（2）山/山	嶺	岭	lɛŋ24	lɛŋ24	leng5	P123	山2	
165	二、地理（2）山/山腰	半山腰	半山腰	pun33 ʃan55 jiu55	pun33 ʃan55 jiu55	bun3 saan1 jiu1	P123	山腰	
166	二、地理（2）山/山腳	山腳	山脚	ʃan55 kœk3	ʃan55 kœk3	saan1 goek3	P123	山腳1	
167	二、地理（2）山/山腳	嶺腳	岭脚	lɛŋ24 kœk3	lɛŋ24 kœk3	leng5 goek3	P123	山腳2	
168	二、地理（2）山/山腳	山底下	山底下	ʃan55 tɐi35 ha22	ʃan55 tɐi35 ha22	saan1 dai2 haa6	P123	山腳3	
169	二、地理（2）山/山坳	山坳	山坳	ʃan55 ɛu33	ʃan55 ɛu33	saan1 eu3	P123	山坳，山間的平地	
170	二、地理（2）山/山谷	山坳	山坳	ʃan55 ɛu33	ʃan55 ɛu33	saan1 eu3	P123	山谷1，兩山之間低凹狹窄處	
171	二、地理（2）山/山谷	山坑	山坑	ʃan55 haŋ55	ʃan55 haŋ55	saan1 haang1	P123	山谷2	
172	二、地理（2）山/山谷	山窿山罅	山窿山罅	ʃan55 lʊŋ55 ʃan55 la33	ʃan55 lʊŋ55 ʃan55 la33	saan1 lung1 saan1 laa3	P123	山谷3.1	
173	二、地理（2）山/山谷	山窿山罅	山窿山罅	ʃan55 lʊŋ55 ʃan55 lɛ33	ʃan55 lʊŋ55 ʃan55 lɛ33	saan1 lung1 saan1 le3	P123	山谷3.2	
174	二、地理（2）山/山澗	山坑	山坑	ʃan55 haŋ55	ʃan55 haŋ55	saan1 haang1	P123	山澗1	
175	二、地理（2）山/山澗	山沖	山冲	ʃan55 tʃʰʊŋ55	ʃan55 tʃʰʊŋ55	saan1 cung1	P123	山澗2	
176	二、地理（2）山/山坡	山	山	ʃan55	ʃan55	saan1	P123	山坡1	
177	二、地理（2）山/山坡	坽	坽	leŋ33	leŋ33	ling3	P123	山坡2	原文作「嶺（岭）」字
